customerID,Contract,tenure,MonthlyCharges,Churn,Churn_Probability,MRR_at_Risk,Risk_Tier
7698-YFGEZ,0,1,20.0,No,0.3496,6.99,Medium Risk
2533-QVMSK,2,61,94.1,Yes,0.1242,11.69,Low Risk
9773-PEQBZ,0,10,79.85,No,0.451,36.01,Medium Risk
8644-XLFBW,0,1,71.65,Yes,0.7801,55.89,High Risk
0650-BWOZN,0,18,73.55,No,0.466,34.27,Medium Risk
8625-AZYZY,0,24,104.65,Yes,0.6216,65.05,High Risk
7785-RDVIG,0,3,19.3,No,0.186,3.59,Low Risk
9602-WCXPI,1,50,20.15,No,0.0102,0.21,Low Risk
2903-YYTBW,0,1,44.55,No,0.5517,24.58,Medium Risk
3620-MWJNE,0,2,54.45,No,0.3781,20.59,Medium Risk
8573-JGCZW,1,17,19.65,No,0.0121,0.24,Low Risk
6837-HAEVO,2,69,105.0,No,0.1717,18.03,Low Risk
6701-YVNQG,2,72,88.7,No,0.0036,0.32,Low Risk
9306-CPCBC,0,3,74.25,Yes,0.6893,51.18,High Risk
4304-XUMGI,2,50,75.15,No,0.0243,1.83,Low Risk
9504-YAZWB,2,53,20.25,No,0.013,0.26,Low Risk
8819-ZBYNA,2,58,109.1,No,0.1613,17.6,Low Risk
6174-NRBTZ,1,46,30.75,No,0.0826,2.54,Low Risk
9481-IEBZY,0,72,112.9,No,0.2134,24.09,Low Risk
1833-VGRUM,0,1,74.2,Yes,0.81,60.1,High Risk
6137-NICCO,0,6,94.05,No,0.807,75.9,High Risk
9065-ZCPQX,2,72,78.85,No,0.0117,0.92,Low Risk
6402-EJMWF,0,4,55.3,No,0.3092,17.1,Medium Risk
3620-EHIMZ,2,52,19.35,No,0.0087,0.17,Low Risk
6870-ECSHE,1,2,20.45,No,0.021,0.43,Low Risk
8747-UDCOI,2,65,19.35,No,0.0136,0.26,Low Risk
8374-XGEJJ,0,43,101.0,Yes,0.568,57.37,Medium Risk
2656-TABEH,0,4,100.2,Yes,0.8554,85.71,High Risk
6946-LMSQS,1,25,89.05,Yes,0.181,16.12,Low Risk
4626-OZDTJ,1,51,78.65,No,0.0522,4.11,Low Risk
9169-BSVIN,0,12,74.75,No,0.2432,18.18,Low Risk
2325-ZUSFD,1,57,70.1,Yes,0.0328,2.3,Low Risk
8194-PEEBY,1,24,19.9,No,0.0103,0.2,Low Risk
6872-HXFNF,1,64,58.35,No,0.0235,1.37,Low Risk
3932-CMDTD,1,4,105.65,Yes,0.5196,54.9,Medium Risk
7714-YXSMB,0,26,100.5,No,0.5221,52.47,Medium Risk
8387-UGUSU,0,15,20.05,No,0.1148,2.3,Low Risk
1080-BWSYE,2,64,25.65,No,0.0054,0.14,Low Risk
4039-HEUNW,0,36,96.5,Yes,0.5208,50.26,Medium Risk
1194-HVAIF,0,27,95.0,No,0.3794,36.04,Medium Risk
0812-WUPTB,0,1,70.85,Yes,0.7891,55.91,High Risk
3594-UVONA,1,35,85.95,Yes,0.0922,7.92,Low Risk
0004-TLHLJ,0,4,73.9,Yes,0.5744,42.45,Medium Risk
1767-TGTKO,0,8,45.45,No,0.3377,15.35,Medium Risk
8439-LTUGF,0,10,20.0,No,0.0837,1.67,Low Risk
8805-JNRAZ,0,2,49.2,No,0.4658,22.92,Medium Risk
5089-IFSDP,2,58,109.45,Yes,0.2617,28.64,Low Risk
6418-HNFED,2,51,83.25,No,0.0113,0.94,Low Risk
0206-OYVOC,2,46,19.25,No,0.0198,0.38,Low Risk
7291-CDTMJ,0,1,19.65,No,0.2929,5.76,Low Risk
7128-GGCNO,0,46,72.8,No,0.2675,19.47,Low Risk
0237-YFUTL,0,50,109.65,No,0.2772,30.39,Low Risk
7691-KGKGP,0,53,65.0,No,0.0713,4.63,Low Risk
6710-HSJRD,0,61,114.1,No,0.4113,46.93,Medium Risk
3675-EQOZA,0,5,20.65,No,0.1204,2.49,Low Risk
0840-DCNZE,1,47,86.95,No,0.0639,5.56,Low Risk
1732-FEKLD,1,54,94.75,No,0.1279,12.12,Low Risk
9862-KJTYK,0,19,25.35,No,0.1899,4.81,Low Risk
0479-HMSWA,2,26,105.45,No,0.1561,16.46,Low Risk
5854-KSRBJ,2,70,25.4,No,0.0029,0.07,Low Risk
0365-BZUWY,0,17,102.55,No,0.6176,63.33,High Risk
4817-VYYWS,0,30,100.2,Yes,0.573,57.41,Medium Risk
5701-SVCWR,0,1,24.0,No,0.2785,6.68,Low Risk
3129-AAQOU,2,19,25.6,No,0.0219,0.56,Low Risk
4922-CVPDX,2,26,73.5,No,0.0506,3.72,Low Risk
1396-QWFBJ,0,21,74.05,Yes,0.425,31.47,Medium Risk
1357-BIJKI,1,50,98.25,No,0.2202,21.63,Low Risk
1099-BTKWT,1,68,54.4,No,0.1404,7.64,Low Risk
5299-SJCZT,0,3,101.55,Yes,0.814,82.66,High Risk
2018-PZKMU,0,9,103.1,No,0.4129,42.57,Medium Risk
7340-KEFQE,2,51,34.2,No,0.0295,1.01,Low Risk
4570-QHXHL,0,9,43.75,No,0.3732,16.33,Medium Risk
2403-BCASL,1,41,111.95,Yes,0.4693,52.54,Medium Risk
7392-YYPYJ,0,22,100.65,No,0.5879,59.17,Medium Risk
2898-LSJGD,1,21,55.95,Yes,0.4058,22.7,Medium Risk
2223-GDSHL,2,71,116.05,No,0.0412,4.78,Low Risk
7359-PTSXY,0,1,45.75,Yes,0.6265,28.66,High Risk
9470-RTWDV,1,26,82.0,No,0.1517,12.44,Low Risk
2176-OSJUV,2,71,65.15,No,0.0192,1.25,Low Risk
9348-YVOMK,0,4,44.8,No,0.4021,18.01,Medium Risk
8104-OSKWT,0,12,79.8,No,0.4033,32.18,Medium Risk
4521-YEEHE,0,18,88.85,No,0.5731,50.92,Medium Risk
4090-KPJIP,0,3,74.95,No,0.6863,51.44,High Risk
3786-WOVKF,1,72,106.85,No,0.0793,8.47,Low Risk
4503-BDXBD,0,11,74.95,Yes,0.441,33.05,Medium Risk
6086-ESGRL,0,1,80.15,Yes,0.7824,62.71,High Risk
2592-HODOV,1,13,19.3,No,0.0151,0.29,Low Risk
3886-CERTZ,1,72,109.25,Yes,0.3809,41.61,Medium Risk
7995-ZHHNZ,1,42,56.1,No,0.0352,1.97,Low Risk
3824-RHKVR,0,17,19.7,No,0.1217,2.4,Low Risk
5816-SCGFC,0,7,51.3,No,0.2566,13.16,Low Risk
5989-AXPUC,2,68,118.6,No,0.116,13.76,Low Risk
4979-HPRFL,2,56,24.15,No,0.0093,0.22,Low Risk
8590-OHDIW,1,38,20.3,No,0.0086,0.17,Low Risk
8015-IHCGW,2,72,115.5,No,0.0169,1.95,Low Risk
2332-TODQS,1,48,25.05,No,0.0293,0.73,Low Risk
9278-VZKCD,0,52,109.1,No,0.3266,35.63,Medium Risk
8008-OTEZX,1,35,19.65,No,0.012,0.24,Low Risk
2773-OVBPK,2,67,111.3,No,0.1714,19.08,Low Risk
5999-LCXAO,0,1,29.9,No,0.4293,12.84,Medium Risk
5206-XZZQI,0,53,80.6,No,0.2379,19.17,Low Risk
4803-LBYPN,0,34,20.8,No,0.0459,0.95,Low Risk
5759-RCVCB,0,3,35.2,Yes,0.4149,14.6,Medium Risk
6372-RFVNS,0,1,78.8,Yes,0.8282,65.26,High Risk
2139-FQHLM,0,19,89.95,No,0.2592,23.32,Low Risk
8261-GWDBQ,2,60,116.05,No,0.1325,15.38,Low Risk
1093-YSWCA,2,11,19.55,No,0.0322,0.63,Low Risk
8938-UMKPI,0,47,106.4,Yes,0.5067,53.91,Medium Risk
0991-BRRFB,0,18,49.4,Yes,0.3586,17.71,Medium Risk
3882-IYOIJ,2,60,115.25,No,0.0611,7.04,Low Risk
8749-TZYEC,2,72,24.8,No,0.0106,0.26,Low Risk
1755-FZQEC,1,39,19.9,No,0.0108,0.21,Low Risk
3115-JPJDD,1,59,81.25,No,0.0525,4.27,Low Risk
5600-KTXFM,0,2,69.95,No,0.5502,38.49,Medium Risk
3871-IKPYH,0,1,69.1,Yes,0.826,57.08,High Risk
6319-IEJWJ,0,20,90.2,Yes,0.4286,38.66,Medium Risk
9025-AOMKI,0,6,93.55,Yes,0.8172,76.45,High Risk
6339-TBELP,2,71,86.4,No,0.0407,3.52,Low Risk
7964-YESJC,0,24,66.3,No,0.0971,6.44,Low Risk
6173-GOLSU,0,67,94.65,No,0.3405,32.23,Medium Risk
5275-SQEIZ,0,1,80.85,Yes,0.8043,65.03,High Risk
7716-YTYHG,1,48,82.05,Yes,0.2799,22.97,Low Risk
9938-ZREHM,1,37,72.1,No,0.0595,4.29,Low Risk
7950-XWOVN,0,11,34.7,No,0.1796,6.23,Low Risk
4390-KYULV,0,3,20.55,Yes,0.4191,8.61,Medium Risk
4647-MUZON,0,18,95.95,No,0.4111,39.45,Medium Risk
9702-AIUJO,1,50,44.8,No,0.0369,1.65,Low Risk
8849-PRIQJ,1,67,109.4,No,0.1442,15.78,Low Risk
8851-RAGOV,0,25,71.05,No,0.0617,4.38,Low Risk
1304-NECVQ,0,2,78.55,Yes,0.7988,62.75,High Risk
5396-IZEPB,0,9,19.7,No,0.1284,2.53,Low Risk
1729-VLAZJ,1,10,40.25,No,0.0193,0.78,Low Risk
8285-ABVLB,2,70,19.85,No,0.0046,0.09,Low Risk
0701-TJSEF,0,9,68.25,No,0.1538,10.5,Low Risk
5712-VBOXD,0,4,20.15,No,0.1202,2.42,Low Risk
6629-LADHQ,0,2,50.95,No,0.3719,18.95,Medium Risk
8945-GRKHX,0,1,78.65,Yes,0.8254,64.92,High Risk
1559-DTODC,0,19,25.15,No,0.2153,5.41,Low Risk
4797-MIWUM,0,7,20.25,No,0.1064,2.15,Low Risk
6959-UWKHF,0,1,42.9,Yes,0.6064,26.01,High Risk
8720-RQSBJ,0,1,44.0,No,0.6202,27.29,High Risk
4537-CIBHB,1,9,20.25,No,0.0434,0.88,Low Risk
3815-SLMEF,0,3,34.25,Yes,0.4334,14.84,Medium Risk
5154-VEKBL,0,9,58.5,Yes,0.3738,21.87,Medium Risk
4324-AHJKS,0,5,55.8,No,0.3287,18.34,Medium Risk
4355-CVPVS,1,56,88.9,No,0.0982,8.73,Low Risk
4495-LHSSK,0,18,57.65,No,0.1105,6.37,Low Risk
5655-JSMZM,0,49,96.2,Yes,0.5889,56.65,Medium Risk
5915-ANOEI,2,70,79.15,No,0.0163,1.29,Low Risk
9861-PDSZP,2,72,108.05,No,0.0813,8.78,Low Risk
4505-EXZHB,0,6,74.4,Yes,0.5731,42.64,Medium Risk
7225-CBZPL,0,17,94.8,No,0.5657,53.63,Medium Risk
6704-UTUKK,0,29,45.9,No,0.2985,13.7,Low Risk
4587-VVTOX,0,6,105.3,Yes,0.8063,84.9,High Risk
2019-HDCZY,2,63,102.6,No,0.1414,14.51,Low Risk
4652-NNHNY,0,16,73.85,Yes,0.4804,35.48,Medium Risk
8788-DOXSU,1,59,61.35,No,0.0668,4.1,Low Risk
7404-JLKQG,0,3,57.55,No,0.4285,24.66,Medium Risk
7421-ZLUPA,0,8,29.25,No,0.3047,8.91,Medium Risk
8972-HJWNV,0,7,84.55,Yes,0.8237,69.64,High Risk
3274-NSDWE,2,68,19.6,No,0.0098,0.19,Low Risk
2632-IVXVF,2,68,111.75,No,0.0615,6.87,Low Risk
3692-JHONH,1,52,106.5,No,0.3404,36.25,Medium Risk
8915-NNTRC,2,72,107.7,No,0.0476,5.13,Low Risk
5914-GXMDA,1,32,19.3,No,0.0126,0.24,Low Risk
7463-IFMQU,2,72,20.05,No,0.0035,0.07,Low Risk
2920-RNCEZ,0,1,69.95,No,0.6104,42.7,High Risk
2541-YGPKE,1,42,63.7,No,0.0378,2.41,Low Risk
8515-OCTJS,2,25,24.75,Yes,0.2371,5.87,Low Risk
5382-TEMLV,0,45,50.9,No,0.1328,6.76,Low Risk
3441-CGZJH,1,43,60.4,No,0.0219,1.32,Low Risk
9592-ERDKV,1,37,79.25,No,0.0701,5.56,Low Risk
2860-RANUS,0,20,85.8,Yes,0.5037,43.22,Medium Risk
5261-QSHQM,0,4,24.45,Yes,0.5535,13.53,Medium Risk
4778-IZARL,2,63,110.1,No,0.1283,14.13,Low Risk
0432-CAJZV,0,3,90.7,No,0.5858,53.13,Medium Risk
7008-LZVOZ,2,66,25.3,No,0.0086,0.22,Low Risk
8868-WOZGU,0,28,105.7,Yes,0.6119,64.68,High Risk
1200-TUZHR,0,8,85.2,No,0.7614,64.87,High Risk
9365-CSLBQ,2,71,24.35,No,0.0025,0.06,Low Risk
1334-FJSVR,0,1,24.25,Yes,0.6682,16.2,High Risk
5884-FBCTL,2,72,25.1,No,0.004,0.1,Low Risk
7130-CTCUS,0,16,54.55,No,0.1766,9.63,Low Risk
6242-FEGFD,2,66,96.6,No,0.055,5.31,Low Risk
7625-XCQRH,0,11,76.5,Yes,0.5826,44.57,Medium Risk
6194-HBGQN,1,51,81.15,No,0.043,3.49,Low Risk
7634-WSWDB,0,8,38.5,No,0.3173,12.22,Medium Risk
6986-IXNDM,0,14,92.9,No,0.5789,53.78,Medium Risk
1731-TVIUK,0,4,93.5,Yes,0.7398,69.17,High Risk
2987-BJXIK,2,70,84.7,No,0.0201,1.7,Low Risk
9769-TSBZE,2,70,66.0,No,0.0368,2.43,Low Risk
0406-BPDVR,1,54,101.5,Yes,0.3324,33.74,Medium Risk
0618-XWMSS,0,28,74.9,Yes,0.3174,23.77,Medium Risk
1395-WSWXR,2,24,20.75,No,0.0079,0.16,Low Risk
6023-GSSXW,2,69,61.45,No,0.0228,1.4,Low Risk
6752-APNJL,0,42,54.5,No,0.0957,5.22,Low Risk
5276-KQWHG,0,2,69.6,Yes,0.6427,44.73,High Risk
0420-HLGXF,0,39,99.75,No,0.5601,55.87,Medium Risk
7446-KQISO,2,45,109.75,No,0.1744,19.14,Low Risk
9823-EALYC,2,72,80.85,No,0.0094,0.76,Low Risk
0582-AVCLN,2,38,20.3,No,0.0068,0.14,Low Risk
5803-NQJZO,2,72,67.8,No,0.0086,0.58,Low Risk
2565-JSLRY,0,1,24.05,Yes,0.5071,12.2,Medium Risk
2607-DHDAK,2,72,19.8,No,0.0031,0.06,Low Risk
1073-XXCZD,2,55,25.7,No,0.0184,0.47,Low Risk
0743-HRVFF,1,51,56.15,No,0.071,3.99,Low Risk
4006-HKYHO,2,63,86.7,No,0.0166,1.44,Low Risk
3727-JEZTU,0,1,20.4,No,0.2958,6.03,Low Risk
8143-ETQTI,2,23,19.65,No,0.0209,0.41,Low Risk
6689-KXGBO,0,1,50.55,Yes,0.559,28.26,Medium Risk
9667-TKTVZ,0,2,54.35,No,0.5294,28.77,Medium Risk
3657-COGMW,0,52,108.1,No,0.2145,23.19,Low Risk
8570-KLJYJ,1,36,54.45,No,0.0235,1.28,Low Risk
7754-IXRMC,0,1,45.35,No,0.494,22.4,Medium Risk
9473-CBZOP,1,28,59.0,No,0.0362,2.14,Low Risk
2969-WGHQO,1,7,69.45,No,0.083,5.76,Low Risk
6615-NGGZJ,0,14,100.55,Yes,0.6845,68.83,High Risk
4334-HOWRP,2,72,64.95,No,0.0096,0.62,Low Risk
4255-DDUOU,0,1,20.5,Yes,0.5081,10.42,Medium Risk
5863-OOKCL,0,10,18.85,No,0.1182,2.23,Low Risk
1686-STUHN,1,42,19.8,No,0.0116,0.23,Low Risk
1329-VHWNP,0,7,25.05,No,0.2852,7.14,Low Risk
2984-MIIZL,0,4,74.8,Yes,0.6248,46.74,High Risk
0266-GMEAO,2,72,114.3,No,0.02,2.29,Low Risk
5590-YRFJT,0,20,24.45,Yes,0.4119,10.07,Medium Risk
5574-NXZIU,2,63,109.2,No,0.1457,15.91,Low Risk
0019-GFNTW,2,56,45.05,No,0.0219,0.99,Low Risk
4256-ZWTZI,0,5,51.0,No,0.3033,15.47,Medium Risk
8309-PPCED,2,72,110.45,No,0.0672,7.42,Low Risk
4098-NAUKP,0,68,84.65,No,0.2879,24.37,Low Risk
5196-WPYOW,1,67,60.05,No,0.0125,0.75,Low Risk
4608-LCIMN,0,8,44.65,No,0.207,9.24,Low Risk
1485-YDHMM,0,52,93.25,No,0.2063,19.24,Low Risk
4054-CUMIA,0,18,20.25,No,0.0899,1.82,Low Risk
0603-TPMIB,2,59,25.45,No,0.004,0.1,Low Risk
2525-GVKQU,2,60,20.6,No,0.018,0.37,Low Risk
8161-QYMTT,0,7,94.1,No,0.7751,72.94,High Risk
9581-GVBXT,1,59,34.8,No,0.0448,1.56,Low Risk
5862-BRIXZ,2,46,60.75,No,0.0203,1.23,Low Risk
5404-GGUKR,0,5,51.35,No,0.3724,19.12,Medium Risk
3308-JSGML,2,59,64.05,No,0.0171,1.1,Low Risk
2126-GSEGL,2,70,84.8,No,0.0104,0.88,Low Risk
3677-TNKIO,0,14,71.0,Yes,0.456,32.38,Medium Risk
0440-QEXBZ,0,44,50.15,No,0.1421,7.13,Low Risk
2434-EEVDB,2,64,94.6,No,0.0853,8.07,Low Risk
6762-QVYJO,2,58,59.75,No,0.0072,0.43,Low Risk
6199-IWKGC,1,46,100.25,No,0.1489,14.93,Low Risk
2675-DHUTR,0,58,98.9,No,0.435,43.02,Medium Risk
8152-VETUR,2,72,97.7,No,0.0813,7.94,Low Risk
9667-EQRXU,0,30,40.3,Yes,0.3853,15.53,Medium Risk
7446-YPODE,0,11,60.25,No,0.1979,11.92,Low Risk
9522-BNTHX,0,34,56.25,No,0.2952,16.6,Low Risk
4676-WLUHT,2,54,46.2,No,0.0276,1.28,Low Risk
3329-WDIOK,0,3,50.6,Yes,0.6182,31.28,High Risk
7980-MHFLQ,2,72,24.9,No,0.0043,0.11,Low Risk
2873-ZLIWT,0,40,84.85,Yes,0.4777,40.53,Medium Risk
3415-TAILE,0,2,65.7,Yes,0.5245,34.46,Medium Risk
0757-WCUUZ,2,54,63.35,No,0.0307,1.94,Low Risk
1629-DQQVB,0,14,50.1,No,0.1754,8.79,Low Risk
1915-IOFGU,0,1,70.5,Yes,0.7746,54.61,High Risk
3045-XETSH,0,10,94.85,Yes,0.7221,68.49,High Risk
0374-AACSZ,0,1,50.15,No,0.3907,19.59,Medium Risk
7239-HZZCX,0,1,19.75,Yes,0.335,6.62,Medium Risk
4872-VXRIL,1,56,64.65,No,0.0314,2.03,Low Risk
9140-CZQZZ,2,68,79.6,No,0.0114,0.91,Low Risk
3423-HHXAO,1,14,19.5,No,0.0426,0.83,Low Risk
9938-TKDGL,2,68,99.55,No,0.0622,6.19,Low Risk
0531-ZZJWQ,0,55,74.0,No,0.3936,29.13,Medium Risk
6537-QLGEX,0,16,38.9,No,0.4891,19.03,Medium Risk
2688-BHGOG,0,9,79.55,No,0.5975,47.53,Medium Risk
7683-CBDKJ,0,14,65.45,Yes,0.3132,20.5,Medium Risk
0946-CLJTI,0,58,98.7,Yes,0.4664,46.03,Medium Risk
3160-TYXLT,0,53,46.3,No,0.1353,6.26,Low Risk
1325-USMEC,2,70,99.35,No,0.0544,5.4,Low Risk
0916-QOFDP,0,14,95.8,No,0.5794,55.51,Medium Risk
0628-CNQRM,1,22,67.5,Yes,0.0546,3.69,Low Risk
5606-AMZBO,0,10,78.15,No,0.3737,29.2,Medium Risk
6199-IPCAO,2,29,26.1,No,0.0412,1.08,Low Risk
7665-TOALD,0,1,69.6,Yes,0.8881,61.81,High Risk
0112-QWPNC,1,49,84.35,Yes,0.2471,20.84,Low Risk
0324-BRPCJ,0,68,100.2,Yes,0.4895,49.05,Medium Risk
2777-PHDEI,0,1,78.05,Yes,0.8583,66.99,High Risk
5640-CAXOA,1,30,40.35,No,0.0954,3.85,Low Risk
2235-EZAIK,2,72,79.2,No,0.0207,1.64,Low Risk
3847-BAERP,0,10,20.9,No,0.0706,1.48,Low Risk
1196-AMORA,0,7,73.6,Yes,0.6248,45.99,High Risk
4282-YMKNA,0,9,74.75,Yes,0.5852,43.74,Medium Risk
1453-RZFON,0,1,49.9,No,0.4034,20.13,Medium Risk
8263-OKETD,0,20,68.9,No,0.1569,10.81,Low Risk
0670-KDOMA,0,1,20.25,No,0.5073,10.27,Medium Risk
2476-YGEFM,0,29,76.0,No,0.406,30.86,Medium Risk
8687-BAFGU,0,1,74.0,No,0.4948,36.62,Medium Risk
0641-EVBOJ,0,3,82.3,No,0.4268,35.13,Medium Risk
0829-XXPLX,0,20,89.4,No,0.351,31.38,Medium Risk
9974-JFBHQ,0,64,99.15,No,0.1541,15.28,Low Risk
5356-RHIPP,0,1,20.2,Yes,0.4911,9.92,Medium Risk
6624-JDRDS,0,6,29.45,No,0.2744,8.08,Low Risk
0608-JDVEC,2,50,19.8,No,0.0097,0.19,Low Risk
9780-FKVVF,0,6,59.15,No,0.2116,12.52,Low Risk
1919-RTPQD,0,7,44.75,No,0.3413,15.27,Medium Risk
5214-NLTIT,2,72,90.8,No,0.0545,4.95,Low Risk
3345-PBBFH,0,8,49.55,No,0.2128,10.54,Low Risk
5055-BRMNE,2,67,106.7,No,0.0654,6.98,Low Risk
9189-JWSHV,0,24,93.55,Yes,0.571,53.42,Medium Risk
2190-PHBHR,2,72,94.45,No,0.0664,6.27,Low Risk
2650-GYRYL,1,33,19.45,No,0.037,0.72,Low Risk
0746-JTRFU,0,2,25.05,Yes,0.6502,16.29,High Risk
5208-FVQKB,2,70,67.95,No,0.0078,0.53,Low Risk
7184-LRUUR,1,22,65.25,No,0.0889,5.8,Low Risk
6627-CFOSN,0,59,99.45,No,0.2521,25.07,Low Risk
3982-JGSFD,1,36,20.35,No,0.0117,0.24,Low Risk
1574-DYCWE,2,51,19.95,No,0.0048,0.1,Low Risk
7247-XOZPB,1,53,77.4,No,0.0443,3.43,Low Risk
2466-FCCPT,1,20,19.7,No,0.0399,0.79,Low Risk
6211-WWLTF,2,63,99.7,No,0.0738,7.36,Low Risk
4826-TZEVA,0,40,74.8,No,0.297,22.22,Low Risk
6016-NXBNJ,1,35,19.15,No,0.0121,0.23,Low Risk
9138-EFSMO,1,26,78.95,No,0.1288,10.17,Low Risk
0576-WNXXC,0,27,95.55,Yes,0.5357,51.19,Medium Risk
4632-XJMEX,1,53,62.85,No,0.0285,1.79,Low Risk
8910-LEDAG,0,34,71.55,No,0.2644,18.92,Low Risk
3452-GWUIN,0,19,94.95,No,0.5701,54.13,Medium Risk
2716-GFZOR,0,43,86.1,No,0.2078,17.89,Low Risk
3724-UCSHY,0,6,19.55,No,0.1316,2.57,Low Risk
8626-XHBIE,2,56,24.8,No,0.0056,0.14,Low Risk
4628-CTTLA,0,57,39.3,Yes,0.3941,15.49,Medium Risk
3192-LNKRK,0,34,84.05,No,0.3245,27.27,Medium Risk
4439-YRNVD,0,10,36.25,No,0.1855,6.72,Low Risk
2876-VBBBL,0,1,20.25,Yes,0.5073,10.27,Medium Risk
6834-NXDCA,0,13,23.9,Yes,0.4162,9.95,Medium Risk
2208-UGTGR,0,56,98.6,No,0.3312,32.66,Medium Risk
3005-TYFRD,0,55,103.65,No,0.4177,43.29,Medium Risk
8670-MEFCP,2,36,92.9,No,0.0401,3.73,Low Risk
3079-BCHLN,1,47,19.9,No,0.0118,0.23,Low Risk
7777-UNYHB,0,12,20.1,No,0.0994,2.0,Low Risk
5597-GLBUC,0,1,85.45,Yes,0.8462,72.31,High Risk
7278-CKDNC,0,24,80.5,No,0.5182,41.72,Medium Risk
2748-MYRVK,1,63,99.9,Yes,0.1241,12.4,Low Risk
8450-UYIBU,0,35,39.85,No,0.3078,12.27,Medium Risk
2969-VAPYH,1,67,60.5,No,0.0318,1.92,Low Risk
4822-YCXMX,0,25,84.8,Yes,0.5473,46.41,Medium Risk
7181-OQCUT,0,21,103.85,No,0.2924,30.37,Low Risk
8474-UMLNT,0,13,67.8,No,0.1398,9.48,Low Risk
9821-POOTN,0,35,75.2,Yes,0.4679,35.19,Medium Risk
3836-FZSDJ,2,71,24.85,No,0.0059,0.15,Low Risk
9142-XMYJH,0,29,19.35,No,0.0872,1.69,Low Risk
6559-ILWKJ,2,71,49.35,Yes,0.4325,21.34,Medium Risk
0187-QSXOE,0,7,89.0,No,0.7461,66.4,High Risk
7733-UDMTP,0,57,55.0,No,0.2684,14.76,Low Risk
2649-HWLYB,2,65,76.15,No,0.0322,2.45,Low Risk
5214-CHIWJ,1,27,20.3,No,0.0193,0.39,Low Risk
4229-CZMLL,0,6,74.9,Yes,0.6628,49.64,High Risk
6904-JLBGY,2,72,117.35,No,0.0488,5.73,Low Risk
2465-BLLEU,0,1,19.75,No,0.4071,8.04,Medium Risk
1685-VAYJF,0,11,45.2,No,0.2536,11.46,Low Risk
8874-EJNSR,2,39,25.2,No,0.0065,0.16,Low Risk
6917-YACBP,0,59,89.75,No,0.2224,19.96,Low Risk
5049-MUBWG,1,26,75.0,No,0.0596,4.47,Low Risk
4223-WOZCM,0,2,49.95,No,0.5112,25.53,Medium Risk
0769-MURVM,2,72,65.7,No,0.0042,0.28,Low Risk
9253-VIFJQ,1,65,67.05,No,0.0502,3.37,Low Risk
7030-FZTFM,2,72,110.9,No,0.0555,6.15,Low Risk
9741-YLNTD,0,6,87.95,No,0.5131,45.13,Medium Risk
5917-RYRMG,1,32,19.8,No,0.0152,0.3,Low Risk
5120-ZBLAI,1,50,75.7,No,0.0654,4.95,Low Risk
1194-BHJYC,2,61,62.15,No,0.0074,0.46,Low Risk
3663-MITLP,0,15,101.25,Yes,0.6279,63.57,High Risk
0906-QVPMS,2,72,115.15,No,0.0337,3.88,Low Risk
9025-ZRPVR,0,9,18.95,Yes,0.1222,2.32,Low Risk
1905-OEILC,0,1,19.5,No,0.3288,6.41,Medium Risk
7858-GTZSP,0,12,86.55,No,0.6477,56.06,High Risk
3285-UCQVC,0,37,28.6,Yes,0.4164,11.91,Medium Risk
6248-BSHKG,1,61,20.4,No,0.0068,0.14,Low Risk
4685-TFLLS,1,18,19.8,No,0.0415,0.82,Low Risk
3470-BTGQO,0,21,45.65,No,0.1278,5.83,Low Risk
1209-VFFOC,2,68,56.4,No,0.0089,0.5,Low Risk
8224-DWCKX,0,12,73.3,No,0.4721,34.6,Medium Risk
5482-PLVPE,0,2,24.35,Yes,0.7226,17.6,High Risk
4553-DVPZG,0,62,101.35,No,0.4226,42.83,Medium Risk
4902-OHLSK,0,29,98.65,Yes,0.5186,51.16,Medium Risk
6917-IAYHD,0,1,33.6,No,0.3692,12.41,Medium Risk
0495-ZBNGW,0,5,79.9,Yes,0.7641,61.05,High Risk
8620-RJPZN,0,1,20.7,No,0.3625,7.5,Medium Risk
7572-KPVKK,2,62,104.05,No,0.1955,20.34,Low Risk
2642-MAWLJ,2,36,20.25,No,0.0061,0.12,Low Risk
2357-COQEK,0,28,103.3,Yes,0.559,57.74,Medium Risk
7103-ZGVNT,1,69,73.7,No,0.0317,2.34,Low Risk
3737-GCSPV,0,11,96.2,Yes,0.7481,71.97,High Risk
2027-WKXMW,0,63,108.75,No,0.323,35.13,Medium Risk
7137-NAXML,1,23,20.15,No,0.0282,0.57,Low Risk
2428-ZMCTB,0,10,19.75,No,0.1316,2.6,Low Risk
2961-VNFKL,2,71,25.95,No,0.0129,0.33,Low Risk
1768-HNVGJ,0,45,70.05,No,0.2038,14.28,Low Risk
6963-KQYQB,2,70,24.05,No,0.0039,0.09,Low Risk
5934-RMPOV,0,22,84.75,No,0.493,41.78,Medium Risk
1207-BLKSA,2,52,23.05,No,0.0049,0.11,Low Risk
4088-YLDSU,1,55,104.15,Yes,0.378,39.37,Medium Risk
8316-BBQAY,2,65,59.95,No,0.0226,1.35,Low Risk
1166-PQLGG,2,72,19.55,No,0.005,0.1,Low Risk
3146-JTQHR,1,10,19.6,No,0.0459,0.9,Low Risk
4291-YZODP,1,7,20.05,No,0.0439,0.88,Low Risk
4395-PZMSN,0,5,85.55,No,0.6487,55.5,High Risk
6427-FEFIG,2,24,78.6,No,0.0336,2.64,Low Risk
